cliente.abandono,cliente.genero,cliente.adulto_mayor,cliente.tiene_pareja,cliente.dependientes,cliente.antiguedad_meses,telefono.servicio,telefono.lineas_multiples,internet.tipo_servicio,internet.seguridad_en_linea,internet.respaldo_en_linea,internet.proteccion_dispositivo,internet.soporte_tecnico,internet.tv_streaming,internet.peliculas_streaming,cuenta.tipo_contrato,cuenta.facturacion_sin_papel,cuenta.metodo_pago,cuenta.cargo_mensual,cuenta.cargo_total,Cuentas.diarias,Cuentas.Prom.Periodo
0,Male,0,1,1,2,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,0,Mailed check,69.95,143.9,2.3316666666666666,71.95
0,Male,0,0,0,6,Yes,No,DSL,No,No,No,True,No,No,Month-to-month,1,Credit card (automatic),49.5,312.7,1.65,52.11666666666667
0,Female,0,0,0,12,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Mailed check,19.3,228.75,0.6433333333333333,19.0625
0,Female,0,0,0,7,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Bank transfer (automatic),69.85,515.45,2.328333333333333,73.63571428571429
0,Male,1,1,0,72,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.0,1802.55,0.8333333333333334,25.035416666666663
0,Female,0,1,0,10,Yes,Yes,Fiber optic,Yes,No,No,False,No,No,Month-to-month,1,Credit card (automatic),78.15,765.15,2.605,76.515
1,Female,1,0,0,20,Yes,Yes,Fiber optic,No,Yes,Yes,False,No,Yes,Month-to-month,1,Electronic check,94.1,1782.4,3.1366666666666663,89.12
0,Female,0,0,0,15,Yes,Yes,Fiber optic,Yes,No,Yes,False,No,No,Month-to-month,1,Credit card (automatic),84.35,1302.65,2.8116666666666665,86.84333333333333
0,Female,0,0,0,58,Yes,No,DSL,Yes,Yes,Yes,True,No,No,Two year,1,Credit card (automatic),64.9,3795.45,2.1633333333333336,65.43879310344828
1,Male,0,0,1,20,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,1,Electronic check,19.4,374.5,0.6466666666666666,18.725
0,Female,0,1,0,46,Yes,Yes,DSL,Yes,No,No,False,No,No,Month-to-month,0,Electronic check,53.1,2459.8,1.77,53.47391304347826
0,Male,0,0,0,4,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Mailed check,19.95,68.2,0.6649999999999999,17.05
0,Female,0,1,1,35,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Credit card (automatic),25.4,949.8,0.8466666666666666,27.13714285714285
1,Female,0,0,0,1,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,20.95,20.95,0.6983333333333334,20.95
0,Female,0,0,0,9,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,1,Electronic check,19.5,178.85,0.65,19.87222222222222
0,Female,0,0,0,20,Yes,Yes,Fiber optic,Yes,No,No,False,Yes,No,Month-to-month,1,Bank transfer (automatic),89.1,1879.25,2.97,93.9625
0,Female,0,0,1,35,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,1,Credit card (automatic),20.1,644.5,0.67,18.414285714285715
0,Male,0,0,0,21,Yes,Yes,Fiber optic,No,No,No,False,No,Yes,Month-to-month,1,Electronic check,84.1,1737.45,2.803333333333333,82.7357142857143
0,Female,1,0,0,49,Yes,Yes,Fiber optic,Yes,No,No,False,Yes,Yes,Month-to-month,0,Credit card (automatic),101.55,5070.4,3.385,103.47755102040816
0,Female,0,0,1,3,Yes,No,DSL,Yes,No,No,True,No,Yes,Month-to-month,1,Bank transfer (automatic),64.5,177.4,2.15,59.13333333333333
0,Female,0,0,0,47,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,106.35,4849.1,3.545,103.17234042553191
0,Male,0,0,1,13,Yes,No,DSL,Yes,No,No,False,No,No,Month-to-month,1,Credit card (automatic),52.1,670.65,1.7366666666666668,51.58846153846154
0,Female,0,0,0,30,No,No phone service,DSL,No,No,No,True,No,Yes,One year,1,Credit card (automatic),40.35,1187.05,1.345,39.568333333333335
0,Female,0,1,0,58,Yes,Yes,DSL,Yes,No,Yes,True,Yes,Yes,Two year,1,Electronic check,84.3,4916.4,2.81,84.7655172413793
0,Female,0,1,1,53,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,1,Bank transfer (automatic),19.85,1039.45,0.6616666666666667,19.6122641509434
1,Female,1,0,0,2,Yes,Yes,Fiber optic,No,Yes,No,False,No,Yes,Month-to-month,0,Electronic check,89.5,161.5,2.9833333333333334,80.75
0,Female,1,1,0,60,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,105.9,6401.25,3.53,106.6875
0,Male,0,1,1,8,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,19.7,130.25,0.6566666666666666,16.28125
1,Male,1,0,0,2,Yes,No,Fiber optic,No,Yes,Yes,True,No,Yes,Month-to-month,1,Credit card (automatic),95.1,180.25,3.17,90.125
0,Male,0,0,0,51,Yes,No,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,1,Electronic check,99.0,5038.15,3.3,98.78725490196078
1,Male,1,1,0,27,No,No phone service,DSL,No,No,No,False,No,Yes,Month-to-month,0,Bank transfer (automatic),36.5,1032.0,1.2166666666666666,38.22222222222222
1,Female,0,0,0,12,Yes,No,Fiber optic,No,No,Yes,False,Yes,Yes,One year,0,Mailed check,95.5,1115.15,3.183333333333333,92.92916666666667
1,Female,0,0,0,4,No,No phone service,DSL,No,No,No,False,No,No,Month-to-month,1,Mailed check,24.25,96.05,0.8083333333333333,24.0125
0,Male,0,0,0,31,Yes,Yes,Fiber optic,No,Yes,No,False,No,No,Month-to-month,1,Electronic check,81.15,2640.55,2.705,85.17903225806452
0,Male,0,0,0,10,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,0,Mailed check,46.0,492.1,1.5333333333333334,49.21
0,Female,0,1,0,41,Yes,No,Fiber optic,No,Yes,Yes,True,No,No,One year,1,Bank transfer (automatic),86.2,3339.05,2.873333333333333,81.44024390243902
0,Female,1,0,0,18,Yes,No,DSL,No,Yes,No,False,No,No,Month-to-month,1,Credit card (automatic),49.85,865.75,1.6616666666666666,48.09722222222222
0,Female,0,1,1,32,Yes,No,Fiber optic,No,Yes,No,False,Yes,No,Month-to-month,1,Electronic check,86.1,2723.75,2.87,85.1171875
0,Female,0,0,0,10,Yes,Yes,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Mailed check,75.75,777.3,2.525,77.72999999999999
1,Male,1,0,0,49,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,1,Electronic check,96.2,4718.25,3.2066666666666666,96.29081632653062
0,Male,0,0,0,62,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.85,1253.65,0.6616666666666667,20.220161290322583
0,Male,0,1,1,42,No,No phone service,DSL,Yes,No,Yes,True,Yes,No,Two year,0,Credit card (automatic),48.15,2032.3,1.605,48.38809523809524
0,Male,1,1,0,72,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,Yes,Two year,0,Bank transfer (automatic),98.35,6929.4,3.2783333333333333,96.24166666666666
0,Female,0,0,0,24,Yes,Yes,Fiber optic,No,No,No,True,No,Yes,Month-to-month,1,Electronic check,89.55,2259.35,2.985,94.13958333333332
0,Male,0,0,0,65,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.1,1725.0,0.8366666666666667,26.53846153846154
0,Female,0,1,1,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,No,Two year,0,Credit card (automatic),106.1,7657.4,3.536666666666666,106.35277777777776
1,Female,0,0,0,5,No,No phone service,DSL,No,No,Yes,False,No,Yes,Month-to-month,0,Electronic check,39.5,210.75,1.3166666666666669,42.15
0,Female,1,1,0,70,Yes,Yes,Fiber optic,No,No,No,False,No,No,Two year,1,Credit card (automatic),75.65,5411.4,2.521666666666667,77.30571428571427
0,Female,1,1,0,50,Yes,Yes,Fiber optic,No,No,No,True,Yes,Yes,One year,1,Electronic check,100.65,5189.75,3.355,103.795
1,Female,0,0,0,1,Yes,Yes,DSL,No,No,No,False,No,Yes,Month-to-month,1,Electronic check,60.15,60.15,2.005,60.15
1,Male,0,0,0,2,No,No phone service,DSL,No,Yes,Yes,True,No,No,Month-to-month,1,Credit card (automatic),40.4,77.15,1.346666666666667,38.575
0,Male,0,1,1,71,Yes,No,DSL,No,Yes,No,True,Yes,Yes,Two year,1,Credit card (automatic),73.35,5154.5,2.445,72.59859154929578
0,Female,0,1,0,71,Yes,Yes,Fiber optic,Yes,No,Yes,False,Yes,Yes,One year,1,Credit card (automatic),104.1,7412.25,3.47,104.39788732394366
0,Female,0,0,0,68,Yes,No,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Credit card (automatic),82.45,5646.6,2.748333333333333,83.03823529411765
0,Male,0,1,1,43,Yes,Yes,Fiber optic,Yes,No,Yes,True,No,No,One year,1,Credit card (automatic),91.25,4013.8,3.0416666666666665,93.34418604651164
0,Female,0,1,1,72,Yes,Yes,Fiber optic,Yes,Yes,No,True,No,No,Two year,1,Bank transfer (automatic),90.35,6563.4,3.0116666666666663,91.15833333333332
1,Female,0,1,1,5,Yes,No,Fiber optic,No,Yes,No,False,No,Yes,Month-to-month,1,Electronic check,83.6,404.2,2.786666666666666,80.84
0,Male,0,0,0,17,Yes,Yes,Fiber optic,No,No,Yes,True,No,No,One year,0,Electronic check,86.75,1410.25,2.8916666666666666,82.95588235294117
1,Female,0,0,0,4,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,77.5,0.6783333333333333,19.375
1,Male,0,1,1,15,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,1,Electronic check,20.0,288.05,0.6666666666666666,19.203333333333333
1,Female,0,0,0,1,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,1,Mailed check,45.4,45.4,1.5133333333333332,45.4
0,Male,1,0,0,31,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,No,Month-to-month,1,Electronic check,90.7,2845.15,3.023333333333333,91.77903225806452
0,Male,0,0,0,41,Yes,No,Fiber optic,No,Yes,No,True,Yes,Yes,Two year,1,Credit card (automatic),99.65,4220.35,3.3216666666666668,102.93536585365854
0,Male,0,1,1,67,Yes,No,Fiber optic,No,Yes,Yes,True,Yes,Yes,Two year,0,Bank transfer (automatic),103.15,6895.5,3.438333333333333,102.9179104477612
0,Male,0,0,0,17,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Credit card (automatic),19.45,369.05,0.6483333333333333,21.708823529411767
0,Female,0,1,1,48,Yes,No,DSL,Yes,Yes,Yes,False,No,Yes,Two year,1,Credit card (automatic),70.1,3238.4,2.3366666666666664,67.46666666666667
1,Male,0,0,0,1,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,1,Mailed check,45.05,45.05,1.5016666666666665,45.05
0,Female,1,1,1,28,No,No phone service,DSL,No,No,No,False,Yes,No,Month-to-month,1,Electronic check,35.9,973.65,1.1966666666666663,34.77321428571428
1,Female,0,0,0,9,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,0,Electronic check,94.4,857.25,3.146666666666667,95.25
0,Male,1,0,0,71,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Mailed check,24.65,1766.75,0.8216666666666667,24.883802816901408
0,Female,0,1,0,26,No,No phone service,DSL,Yes,No,Yes,False,No,No,One year,0,Credit card (automatic),35.4,978.6,1.18,37.63846153846154
0,Female,0,0,1,1,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,24.0,24.0,0.8,24.0
0,Female,1,1,0,11,Yes,No,Fiber optic,No,No,No,True,Yes,No,Month-to-month,1,Electronic check,82.9,880.05,2.7633333333333336,80.00454545454545
0,Male,0,0,0,13,Yes,No,DSL,No,No,No,True,No,No,Month-to-month,1,Mailed check,50.55,610.75,1.6849999999999998,46.98076923076923
0,Male,0,1,0,71,Yes,No,DSL,Yes,No,Yes,True,Yes,Yes,Two year,1,Electronic check,82.55,5832.65,2.7516666666666665,82.14999999999999
0,Female,0,1,0,4,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,19.6,93.45,0.6533333333333334,23.3625
1,Male,1,0,0,9,Yes,Yes,DSL,Yes,No,No,False,No,No,Month-to-month,0,Electronic check,54.55,494.05,1.8183333333333327,54.894444444444446
0,Male,0,1,1,53,Yes,No,DSL,Yes,Yes,No,True,Yes,No,Two year,1,Mailed check,69.7,3729.6,2.3233333333333333,70.36981132075472
1,Female,0,1,1,58,Yes,Yes,Fiber optic,Yes,Yes,No,False,No,Yes,Month-to-month,1,Bank transfer (automatic),93.4,5435.6,3.1133333333333337,93.71724137931037
0,Female,0,1,1,0,Yes,No,DSL,Yes,Yes,Yes,False,Yes,Yes,Two year,0,Mailed check,80.85,0.0,2.695,0.0
0,Female,0,0,0,43,Yes,No,Fiber optic,No,Yes,Yes,False,Yes,No,Month-to-month,1,Electronic check,91.65,3954.1,3.055,91.95581395348836
1,Male,0,0,0,2,Yes,No,Fiber optic,No,No,Yes,True,No,No,Month-to-month,1,Electronic check,79.85,152.45,2.661666666666666,76.225
0,Female,0,0,0,4,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.15,68.45,0.6716666666666666,17.1125
0,Female,0,1,1,65,Yes,Yes,Fiber optic,Yes,Yes,No,True,Yes,No,Two year,1,Credit card (automatic),99.05,6416.7,3.3016666666666667,98.71846153846154
0,Female,0,0,1,13,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,One year,1,Credit card (automatic),104.15,1299.1,3.4716666666666667,99.93076923076924
0,Male,0,1,0,49,Yes,Yes,DSL,Yes,No,No,False,No,No,One year,1,Electronic check,55.35,2633.95,1.845,53.754081632653055
0,Female,0,1,1,8,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,1,Mailed check,19.85,146.6,0.6616666666666667,18.325
0,Male,0,1,1,72,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,1,Credit card (automatic),90.8,6397.6,3.0266666666666664,88.85555555555555
1,Female,0,1,1,4,Yes,No,Fiber optic,No,No,No,False,No,Yes,Month-to-month,0,Electronic check,80.85,302.75,2.695,75.6875
0,Male,0,0,0,66,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.7,1253.8,0.6566666666666666,18.996969696969696
0,Female,1,0,0,43,No,No phone service,DSL,Yes,Yes,No,False,No,No,Month-to-month,1,Credit card (automatic),33.45,1500.25,1.115,34.88953488372093
0,Male,1,1,0,52,Yes,No,Fiber optic,Yes,No,Yes,True,Yes,Yes,One year,1,Bank transfer (automatic),104.45,5481.25,3.481666666666667,105.40865384615384
0,Female,0,0,0,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,One year,1,Electronic check,118.6,7365.7,3.953333333333333,120.74918032786886
0,Male,0,0,1,69,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,No,Two year,1,Credit card (automatic),79.45,5502.55,2.648333333333333,79.74710144927536
0,Male,0,1,1,70,Yes,Yes,Fiber optic,Yes,Yes,No,False,Yes,No,Month-to-month,1,Credit card (automatic),97.55,6669.05,3.2516666666666665,95.27214285714284
0,Male,0,0,0,71,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.55,1898.1,0.8516666666666667,26.73380281690141
1,Male,1,1,0,10,Yes,No,Fiber optic,No,Yes,Yes,True,Yes,No,Month-to-month,1,Mailed check,92.5,934.1,3.083333333333333,93.41
1,Male,0,0,0,69,Yes,Yes,Fiber optic,No,No,Yes,True,Yes,Yes,Two year,1,Bank transfer (automatic),106.5,7348.8,3.55,106.50434782608696
0,Male,0,1,1,46,Yes,No,DSL,Yes,No,Yes,True,Yes,Yes,Two year,0,Mailed check,81.0,3846.35,2.7,83.61630434782609
0,Female,0,0,0,28,Yes,No,DSL,Yes,Yes,No,True,No,No,One year,1,Electronic check,59.9,1654.7,1.9966666666666664,59.096428571428575
0,Female,0,0,0,11,Yes,No,DSL,No,No,Yes,True,No,Yes,One year,0,Credit card (automatic),64.9,697.25,2.1633333333333336,63.38636363636363
0,Male,1,1,0,61,Yes,Yes,DSL,No,Yes,No,False,No,Yes,One year,0,Bank transfer (automatic),64.05,3902.6,2.135,63.97704918032787
1,Female,0,0,0,3,No,No phone service,DSL,No,No,No,False,Yes,No,Month-to-month,0,Credit card (automatic),35.2,108.95,1.1733333333333331,36.31666666666667
0,Male,0,0,0,6,Yes,No,Fiber optic,Yes,Yes,No,False,No,No,Month-to-month,1,Electronic check,78.95,494.95,2.631666666666667,82.49166666666666
0,Male,0,0,0,3,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,0,Mailed check,107.95,313.6,3.5983333333333336,104.53333333333336
0,Female,1,0,0,22,Yes,No,DSL,Yes,No,Yes,True,No,Yes,Month-to-month,1,Mailed check,69.75,1545.4,2.325,70.24545454545455
0,Female,0,0,0,52,No,No phone service,DSL,Yes,Yes,Yes,False,Yes,Yes,Two year,1,Bank transfer (automatic),58.75,3038.55,1.9583333333333333,58.43365384615385
0,Male,0,1,0,72,Yes,No,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,0,Mailed check,84.45,6033.1,2.815,83.79305555555555
1,Female,0,0,0,29,Yes,No,DSL,Yes,Yes,Yes,False,No,Yes,Month-to-month,1,Bank transfer (automatic),68.85,1970.5,2.295,67.94827586206897
1,Male,0,0,0,1,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,19.4,19.4,0.6466666666666666,19.4
0,Male,0,1,1,50,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,1,Mailed check,20.35,938.95,0.6783333333333333,18.779
0,Female,0,1,1,7,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Month-to-month,0,Mailed check,20.45,150.75,0.6816666666666666,21.535714285714285
0,Female,0,0,0,40,Yes,No,DSL,No,No,Yes,False,No,No,One year,1,Mailed check,50.25,2023.55,1.675,50.58875
0,Female,0,0,0,12,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Electronic check,20.15,260.7,0.6716666666666666,21.725
0,Female,0,0,0,9,Yes,No,DSL,No,No,No,True,Yes,No,Month-to-month,1,Bank transfer (automatic),59.5,530.05,1.9833333333333332,58.89444444444444
0,Female,0,0,0,8,Yes,No,DSL,No,No,No,True,No,No,Month-to-month,0,Electronic check,49.4,408.25,1.6466666666666667,51.03125
0,Female,0,1,0,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,False,Yes,No,Two year,0,Bank transfer (automatic),100.65,7334.05,3.355,101.86180555555556
0,Male,0,1,0,71,Yes,Yes,DSL,Yes,Yes,No,True,Yes,No,Two year,0,Credit card (automatic),73.5,5357.75,2.45,75.46126760563381
0,Male,0,1,0,72,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Credit card (automatic),19.3,1304.8,0.6433333333333333,18.12222222222222
0,Female,0,1,1,34,Yes,No,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,0,Mailed check,84.75,2839.45,2.825,83.51323529411764
0,Male,0,0,0,24,Yes,Yes,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,0,Electronic check,24.6,592.65,0.8200000000000001,24.69375
0,Female,0,1,1,56,Yes,Yes,DSL,Yes,No,Yes,False,No,Yes,One year,1,Bank transfer (automatic),68.75,3808.0,2.2916666666666665,68.0
0,Female,1,0,0,52,Yes,Yes,DSL,Yes,No,Yes,False,No,No,Two year,0,Bank transfer (automatic),59.85,3103.25,1.995,59.67788461538461
0,Female,0,1,1,55,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,21.0,1210.3,0.7,22.005454545454544
0,Female,0,1,1,69,Yes,No,DSL,No,Yes,Yes,True,No,No,One year,0,Bank transfer (automatic),59.1,4134.7,1.97,59.9231884057971
0,Female,0,1,0,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,False,Yes,Yes,Two year,1,Bank transfer (automatic),110.8,7553.6,3.693333333333333,111.08235294117648
1,Female,0,0,0,1,Yes,No,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,0,Electronic check,90.6,90.6,3.02,90.6
0,Female,0,0,1,63,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Credit card (automatic),19.5,1215.1,0.65,19.287301587301585
0,Female,0,1,0,50,Yes,Yes,Fiber optic,Yes,No,Yes,False,Yes,Yes,One year,1,Mailed check,104.4,5232.9,3.48,104.658
0,Male,0,1,0,72,Yes,Yes,DSL,Yes,Yes,Yes,True,No,No,Two year,1,Bank transfer (automatic),67.8,4804.65,2.26,66.73124999999999
0,Male,0,1,1,70,Yes,Yes,Fiber optic,Yes,Yes,No,False,Yes,Yes,Month-to-month,1,Electronic check,106.05,7554.05,3.535,107.915
0,Female,0,1,1,39,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,Two year,0,Mailed check,19.75,757.95,0.6583333333333333,19.434615384615388
1,Female,1,0,0,2,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,1,Electronic check,70.35,139.05,2.345,69.525
0,Female,0,0,1,3,Yes,No,No,No internet service,No internet service,No internet service,No aplica,No internet service,No internet service,One year,1,Credit card (automatic),20.55,57.4,0.685,19.133333333333333
