cliente.id,cliente.abandono,cliente.genero,cliente.adulto_mayor,cliente.tiene_pareja,cliente.dependientes,cliente.antiguedad_meses,telefono.servicio,telefono.lineas_multiples,internet.tipo_servicio,internet.seguridad_en_linea,internet.respaldo_en_linea,internet.proteccion_dispositivo,internet.soporte_tecnico,internet.tv_streaming,internet.peliculas_streaming,cuenta.tipo_contrato,cuenta.facturacion_sin_papel,cuenta.metodo_pago,cuenta.cargo_mensual,cuenta.cargo_total,Cuentas.diarias,Cuentas.Prom.Periodo
5993-BQHEA,False,Male,0,False,False,12,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Credit card (automatic),20.05,267.0,0.6683333333333333,22.25
5993-JSUWV,False,Female,0,False,False,66,Yes,No,DSL,Yes,Yes,Yes,False,No,No,Two year,True,Bank transfer (automatic),61.15,4017.45,2.038333333333333,60.87045454545454
5995-LFTLE,False,Male,0,False,False,58,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Credit card (automatic),25.3,1474.35,0.8433333333333334,25.419827586206896
5995-OIGLP,True,Male,0,False,False,12,Yes,No,DSL,Yes,No,No,True,No,No,Month-to-month,False,Mailed check,56.65,654.85,1.8883333333333332,54.57083333333333
5995-SNNEW,False,Male,1,True,False,23,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,Month-to-month,True,Electronic check,104.45,2184.85,3.481666666666667,94.99347826086957
5995-WWKKG,False,Female,0,False,False,37,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,True,Electronic check,19.8,695.05,0.66,18.785135135135135
5996-DAOQL,False,Male,0,False,False,1,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Mailed check,20.45,20.45,0.6816666666666666,20.45
5996-EBTKM,False,Female,0,True,True,67,Yes,Yes,DSL,No,No,Yes,True,No,Yes,Two year,True,Bank transfer (automatic),69.9,4615.9,2.33,68.89402985074626
5996-NRVXR,False,Male,1,True,False,40,Yes,No,Fiber optic,Yes,Yes,Yes,True,Yes,No,One year,True,Credit card (automatic),98.15,4116.8,3.271666666666667,102.92
5997-OPVFA,False,Male,0,True,False,72,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,True,Bank transfer (automatic),89.05,6254.45,2.9683333333333333,86.86736111111111
5998-DZLYR,False,Female,0,True,False,61,Yes,Yes,Fiber optic,No,Yes,No,True,No,Yes,Two year,True,Bank transfer (automatic),94.35,5703.0,3.145,93.49180327868852
5998-VVEJY,True,Male,0,False,False,26,Yes,Yes,Fiber optic,No,No,No,True,No,No,Month-to-month,True,Electronic check,80.5,2088.8,2.683333333333333,80.33846153846154
5999-LCXAO,False,Female,0,False,False,1,No,No phone service,DSL,Yes,No,No,False,No,No,Month-to-month,False,Mailed check,29.9,29.9,0.9966666666666666,29.9
6000-APYLU,True,Male,0,False,False,9,Yes,No,Fiber optic,No,No,No,False,No,Yes,Month-to-month,True,Electronic check,80.8,713.1,2.6933333333333334,79.23333333333333
6000-UKLWI,False,Male,0,False,False,41,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Mailed check,20.15,802.35,0.6716666666666666,19.569512195121952
6005-OBZPH,True,Female,1,False,False,26,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,No,Month-to-month,True,Electronic check,89.15,2277.65,2.9716666666666667,87.60192307692309
6007-TCTST,False,Female,0,True,True,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,True,Yes,Yes,Two year,True,Bank transfer (automatic),115.8,8476.5,3.86,117.72916666666667
6008-NAIXK,False,Male,1,False,False,54,No,No phone service,DSL,No,Yes,Yes,False,Yes,Yes,One year,True,Electronic check,55.45,2966.95,1.8483333333333334,54.943518518518516
6010-DDPPW,False,Male,0,True,False,70,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Bank transfer (automatic),25.15,1940.85,0.8383333333333333,27.72642857142857
6013-BHCAW,False,Male,0,True,True,61,Yes,Yes,DSL,No,No,Yes,True,Yes,Yes,Two year,True,Bank transfer (automatic),81.0,4976.15,2.7,81.57622950819672
6015-VVHHE,True,Female,1,False,False,5,Yes,Yes,Fiber optic,No,No,No,False,Yes,No,Month-to-month,True,Credit card (automatic),83.15,446.05,2.771666666666667,89.21000000000001
6016-LVTJQ,False,Female,0,True,True,34,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,20.65,716.4,0.6883333333333332,21.070588235294117
6016-NXBNJ,False,Male,0,False,False,35,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,True,Mailed check,19.15,638.0,0.6383333333333333,18.228571428571428
6017-PPLPX,True,Male,0,True,True,20,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,70.45,1470.95,2.3483333333333336,73.5475
6022-KOUQO,False,Female,0,True,True,2,No,No phone service,DSL,No,No,No,True,No,No,Month-to-month,False,Bank transfer (automatic),29.05,44.75,0.9683333333333334,22.375
6022-UGGSO,True,Female,1,False,False,32,Yes,No,Fiber optic,No,Yes,No,False,No,No,Month-to-month,True,Electronic check,74.4,2276.95,2.48,71.1546875
6023-GSSXW,False,Female,0,True,False,69,Yes,No,DSL,No,Yes,No,False,No,Yes,Two year,True,Credit card (automatic),61.45,4131.2,2.0483333333333333,59.87246376811594
6023-YEBUP,True,Male,0,False,False,3,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,Month-to-month,True,Electronic check,100.95,329.95,3.365,109.98333333333333
6024-RUGGH,False,Male,0,True,True,72,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Bank transfer (automatic),25.2,1798.9,0.84,24.984722222222224
6029-CSMJE,False,Male,0,False,False,17,No,No phone service,DSL,No,No,No,False,No,No,Month-to-month,True,Mailed check,25.65,440.2,0.855,25.894117647058824
6029-WTIPC,True,Male,1,False,False,37,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,Month-to-month,True,Electronic check,101.1,3744.05,3.3699999999999997,101.19054054054054
6030-REHUX,False,Female,1,True,False,28,Yes,Yes,Fiber optic,No,Yes,Yes,True,Yes,Yes,Month-to-month,True,Electronic check,110.85,3204.4,3.695,114.44285714285715
6032-IGALN,True,Female,0,False,False,1,No,No phone service,DSL,No,No,No,False,No,No,Month-to-month,True,Mailed check,25.1,25.1,0.8366666666666667,25.1
6032-KRXXO,True,Male,0,False,False,30,Yes,No,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,True,Electronic check,90.25,2755.35,3.0083333333333333,91.845
6034-YMTOB,False,Female,0,False,False,5,Yes,No,Fiber optic,No,No,No,True,No,No,Month-to-month,True,Mailed check,75.65,399.45,2.521666666666667,79.89
6034-ZRYCV,True,Female,0,True,False,72,No,No phone service,DSL,No,Yes,Yes,False,Yes,Yes,Two year,True,Electronic check,54.2,3937.45,1.8066666666666669,54.68680555555555
6035-BXTTY,False,Female,1,False,False,32,Yes,No,DSL,No,Yes,No,True,No,No,Month-to-month,False,Bank transfer (automatic),54.65,1830.1,1.8216666666666665,57.190625
6035-RIIOM,False,Female,0,False,False,54,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,Yes,Two year,True,Bank transfer (automatic),97.2,5129.45,3.24,94.9898148148148
6036-TTFYU,False,Female,0,True,False,16,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,19.6,314.45,0.6533333333333334,19.653125
6038-GCYEC,True,Female,0,False,False,24,No,No phone service,DSL,No,Yes,Yes,False,Yes,Yes,Month-to-month,True,Credit card (automatic),54.15,1240.25,1.805,51.677083333333336
6040-CGACY,False,Female,0,False,False,15,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,19.6,299.4,0.6533333333333334,19.959999999999997
6047-SUHPR,False,Male,0,True,True,39,Yes,No,DSL,Yes,Yes,Yes,False,No,No,One year,False,Electronic check,59.8,2343.85,1.9933333333333332,60.09871794871795
6047-YHPVI,True,Male,0,False,False,5,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,69.7,316.9,2.3233333333333333,63.379999999999995
6048-NJXHX,False,Male,0,True,False,41,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,True,Electronic check,19.75,899.45,0.6583333333333333,21.93780487804878
6048-QBXKL,False,Female,1,False,False,2,Yes,Yes,DSL,No,Yes,No,False,No,No,Month-to-month,True,Credit card (automatic),56.55,118.25,1.885,59.125
6048-UWKAL,False,Female,1,True,False,69,Yes,Yes,Fiber optic,No,Yes,No,True,Yes,Yes,Two year,False,Credit card (automatic),105.4,6998.95,3.5133333333333336,101.4340579710145
6050-FFXES,False,Female,0,True,False,69,Yes,Yes,Fiber optic,No,No,Yes,True,Yes,Yes,Two year,False,Bank transfer (automatic),105.35,7240.65,3.5116666666666663,104.93695652173912
6050-IJRHS,False,Female,0,True,True,70,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,One year,True,Electronic check,106.5,7397.0,3.55,105.67142857142858
6051-PTVNS,False,Female,0,True,True,55,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Credit card (automatic),19.15,998.1,0.6383333333333333,18.14727272727273
6060-DRTNL,True,Female,1,False,False,5,Yes,No,Fiber optic,No,No,Yes,False,Yes,No,Month-to-month,True,Mailed check,84.85,415.55,2.828333333333333,83.11
6060-QBMGV,False,Male,0,True,False,70,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Credit card (automatic),19.85,1433.8,0.6616666666666667,20.482857142857142
6061-GWWAV,False,Male,0,False,True,41,Yes,No,DSL,Yes,Yes,Yes,False,Yes,No,One year,False,Mailed check,70.2,2894.55,2.3400000000000003,70.59878048780489
6061-PQHMK,False,Female,0,False,False,25,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Credit card (automatic),19.9,527.5,0.6633333333333333,21.1
6064-PUPMC,False,Male,0,True,True,23,Yes,No,DSL,Yes,No,No,True,No,No,One year,False,Credit card (automatic),57.2,1423.35,1.9066666666666667,61.88478260869565
6064-ZATLR,False,Female,0,False,False,27,Yes,No,DSL,Yes,Yes,No,False,No,No,Two year,False,Bank transfer (automatic),52.85,1498.65,1.7616666666666667,55.50555555555556
6067-NGCEU,False,Female,0,False,False,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,False,Yes,Yes,Month-to-month,True,Credit card (automatic),111.05,7107.0,3.7016666666666667,109.33846153846154
6072-NUQCB,False,Male,0,True,True,22,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Bank transfer (automatic),20.25,488.25,0.675,22.193181818181817
6075-QMNRR,False,Female,0,False,False,52,Yes,No,DSL,Yes,No,No,False,No,No,Month-to-month,True,Bank transfer (automatic),49.75,2535.55,1.6583333333333334,48.760576923076925
6075-SLNIL,False,Male,0,False,False,38,Yes,Yes,Fiber optic,No,Yes,Yes,False,No,Yes,Month-to-month,True,Credit card (automatic),95.1,3691.2,3.17,97.13684210526316
6077-BDPXA,False,Female,0,False,False,3,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,True,Electronic check,70.15,194.2,2.3383333333333334,64.73333333333333
6078-VESFR,False,Male,1,True,False,13,Yes,No,Fiber optic,No,No,No,False,No,No,Month-to-month,False,Bank transfer (automatic),70.45,849.1,2.3483333333333336,65.31538461538462
6080-LNESI,False,Male,0,False,False,51,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Mailed check,24.75,1234.6,0.825,24.2078431372549
6080-TCMYC,False,Male,0,True,True,40,Yes,Yes,Fiber optic,No,No,Yes,False,No,No,Month-to-month,True,Electronic check,81.2,3292.3,2.7066666666666666,82.3075
6082-GLJIX,False,Male,0,False,False,18,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,19.25,331.35,0.6416666666666667,18.408333333333335
6082-OQFBA,False,Male,0,True,True,23,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Mailed check,19.65,436.9,0.6549999999999999,18.995652173913044
6086-ESGRL,True,Female,0,False,False,1,Yes,No,Fiber optic,No,No,No,False,No,Yes,Month-to-month,False,Credit card (automatic),80.15,80.15,2.671666666666667,80.15
6087-MVHJH,True,Female,0,False,False,16,Yes,Yes,Fiber optic,No,No,Yes,False,No,Yes,Month-to-month,True,Electronic check,88.45,1422.1,2.9483333333333333,88.88125
6087-YPWHO,False,Male,0,True,False,72,Yes,Yes,DSL,Yes,Yes,Yes,True,No,No,Two year,False,Mailed check,68.15,4808.7,2.271666666666667,66.7875
6088-BXMRG,False,Female,0,True,True,32,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,Yes,Month-to-month,True,Electronic check,98.85,3089.6,3.295,96.55
6092-QZVPP,False,Male,0,False,False,36,Yes,No,DSL,Yes,No,Yes,True,Yes,Yes,Month-to-month,True,Credit card (automatic),79.2,2854.95,2.64,79.30416666666666
6094-ZIVKX,False,Female,0,False,False,68,Yes,No,DSL,Yes,No,Yes,False,No,No,One year,True,Credit card (automatic),54.45,3674.95,1.8150000000000002,54.04338235294117
6096-EGVTU,False,Female,0,True,True,64,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,False,Mailed check,24.9,1595.5,0.83,24.9296875
6097-EQISJ,True,Female,0,True,True,66,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,Yes,One year,True,Credit card (automatic),102.45,6615.15,3.415,100.22954545454544
6100-FJZDG,False,Male,0,True,True,26,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,True,Bank transfer (automatic),20.05,505.9,0.6683333333333333,19.457692307692305
6100-QQHEB,True,Male,0,True,True,17,Yes,Yes,Fiber optic,No,No,No,False,Yes,Yes,Month-to-month,True,Electronic check,92.55,1515.1,3.085,89.12352941176471
6101-IMRMM,True,Male,0,False,True,6,Yes,No,Fiber optic,No,No,Yes,False,Yes,Yes,Month-to-month,False,Mailed check,94.5,575.45,3.15,95.90833333333335
6103-BOCOU,False,Female,0,False,False,26,Yes,Yes,Fiber optic,No,No,Yes,False,No,No,Month-to-month,True,Electronic check,80.7,2193.0,2.69,84.34615384615384
6103-LIANB,False,Male,0,True,True,59,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,Two year,True,Credit card (automatic),99.5,5861.75,3.316666666666667,99.35169491525424
6103-QCKFX,False,Female,0,True,True,44,Yes,No,DSL,Yes,No,No,True,No,No,Month-to-month,False,Bank transfer (automatic),56.25,2419.55,1.875,54.98977272727273
6108-OQZDQ,True,Female,0,True,True,4,Yes,Yes,Fiber optic,No,Yes,No,False,Yes,Yes,Month-to-month,True,Electronic check,97.95,384.5,3.265,96.125
6110-OHIHY,True,Male,0,False,False,3,Yes,No,Fiber optic,No,No,No,False,Yes,No,Month-to-month,False,Electronic check,79.25,267.6,2.6416666666666666,89.2
6112-KTHFQ,False,Female,0,False,False,13,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Mailed check,19.3,279.3,0.6433333333333333,21.484615384615385
6114-TCFID,False,Female,0,False,False,29,No,No phone service,DSL,Yes,Yes,No,True,No,No,One year,False,Credit card (automatic),39.5,1082.75,1.3166666666666667,37.33620689655172
6115-ZTBFQ,False,Female,0,True,False,72,No,No phone service,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,False,Bank transfer (automatic),65.5,4919.7,2.183333333333333,68.32916666666667
6116-RFVHN,False,Female,0,True,False,34,Yes,Yes,Fiber optic,No,No,Yes,False,Yes,Yes,Month-to-month,True,Electronic check,100.45,3414.65,3.3483333333333336,100.43088235294118
6119-SPUDB,False,Male,0,False,False,46,No,No phone service,DSL,Yes,No,Yes,True,No,No,Two year,False,Mailed check,38.25,1755.35,1.275,38.15978260869565
6120-RJKLU,False,Female,1,True,False,62,Yes,No,DSL,Yes,No,Yes,True,Yes,Yes,Two year,True,Credit card (automatic),79.95,4819.75,2.665,77.73790322580645
6121-TNHBO,False,Female,1,False,False,63,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,No,One year,False,Bank transfer (automatic),83.0,5243.05,2.7666666666666666,83.22301587301588
6121-VZNQB,True,Female,0,False,False,1,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Mailed check,19.1,19.1,0.6366666666666667,19.1
6122-EFVKN,False,Male,0,False,True,24,No,No phone service,DSL,Yes,No,No,True,No,No,Two year,False,Mailed check,35.75,830.8,1.1916666666666667,34.61666666666667
6122-LJADA,False,Male,0,True,True,70,Yes,Yes,DSL,Yes,Yes,Yes,True,Yes,Yes,Two year,True,Credit card (automatic),90.15,6237.05,3.0050000000000003,89.10071428571429
6124-ACRHJ,False,Female,0,False,False,1,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,19.75,19.75,0.6583333333333333,19.75
6127-ISGTU,True,Female,0,True,False,16,Yes,Yes,Fiber optic,No,No,No,False,Yes,No,Month-to-month,True,Electronic check,84.95,1378.25,2.8316666666666666,86.140625
6127-IYJOZ,False,Male,1,False,False,1,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,True,Mailed check,45.85,45.85,1.5283333333333333,45.85
6128-AQBMT,False,Male,1,True,False,41,No,No phone service,DSL,No,Yes,Yes,False,Yes,Yes,Month-to-month,True,Electronic check,53.95,2215.4,1.7983333333333333,54.03414634146342
6128-CZOMY,True,Female,0,False,False,1,Yes,No,DSL,No,No,No,False,No,No,Month-to-month,True,Electronic check,45.65,45.65,1.5216666666666667,45.65
6128-DAFVY,False,Female,0,False,False,56,No,No phone service,DSL,No,No,No,False,Yes,Yes,Month-to-month,True,Credit card (automatic),44.85,2564.95,1.495,45.802678571428565
6131-FOYAS,False,Male,0,False,False,35,Yes,Yes,DSL,Yes,No,Yes,False,No,No,Month-to-month,True,Electronic check,59.6,2094.9,1.9866666666666668,59.854285714285716
6131-IUNXN,False,Female,0,True,True,19,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,False,Mailed check,20.2,382.2,0.6733333333333333,20.11578947368421
6131-JLWZM,False,Female,0,False,False,13,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Month-to-month,True,Mailed check,20.3,275.4,0.6766666666666666,21.184615384615384
6133-OZILE,False,Female,0,False,False,18,No,No phone service,DSL,No,No,Yes,True,No,No,Month-to-month,True,Electronic check,35.2,607.3,1.1733333333333333,33.73888888888889
6134-KWTBV,False,Male,0,False,False,62,Yes,Yes,No,No internet service,No internet service,No internet service,,No internet service,No internet service,Two year,False,Bank transfer (automatic),23.4,1429.65,0.7799999999999999,23.058870967741935
6135-OZQVA,False,Female,0,False,False,7,Yes,Yes,DSL,Yes,No,No,False,No,No,Month-to-month,True,Electronic check,53.65,404.35,1.7883333333333333,57.76428571428572
6137-MFAJN,False,Female,0,False,False,48,No,No phone service,DSL,Yes,Yes,No,False,Yes,No,Month-to-month,True,Electronic check,44.8,2104.55,1.4933333333333332,43.84479166666667
6137-NICCO,False,Female,0,True,True,6,Yes,Yes,Fiber optic,No,Yes,Yes,False,Yes,No,Month-to-month,True,Mailed check,94.05,518.75,3.135,86.45833333333333
